order_id,customer_id,order_ts,payload
5017,4,2023-05-18 10:50:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":106,""qty"":4},{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5018,1,2023-05-19 12:05:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5019,5,2023-05-19 18:27:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":104,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5020,1,2023-05-20 15:24:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":108,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5021,6,2023-05-20 11:25:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":101,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5022,7,2023-05-21 10:55:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":101,""qty"":2}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5023,4,2023-05-22 14:05:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":102,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5024,2,2023-05-22 13:20:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":111,""qty"":2},{""product_id"":104,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5025,9,2023-05-23 11:42:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":112,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5026,1,2023-05-27 09:31:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":111,""qty"":2},{""product_id"":106,""qty"":1},{""product_id"":108,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5027,13,2023-05-28 18:46:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":109,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5028,9,2023-05-29 17:29:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":104,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5029,10,2023-05-30 13:29:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":107,""qty"":2},{""product_id"":108,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5030,5,2023-05-30 21:02:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":106,""qty"":2},{""product_id"":102,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5031,1,2023-05-31 13:47:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":104,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5032,4,2023-06-01 18:14:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":106,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5033,11,2023-06-02 17:39:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":102,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5034,8,2023-06-02 14:54:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":108,""qty"":2}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5035,10,2023-06-03 09:59:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":109,""qty"":2}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5036,13,2023-06-04 10:04:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5037,3,2023-06-04 09:12:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":111,""qty"":1}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5038,12,2023-06-05 21:13:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":102,""qty"":2},{""product_id"":104,""qty"":1},{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5039,11,2023-06-06 15:19:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":104,""qty"":2},{""product_id"":106,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5040,12,2023-06-07 16:32:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":108,""qty"":2},{""product_id"":111,""qty"":4},{""product_id"":109,""qty"":4}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5041,13,2023-06-08 09:49:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":106,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5042,4,2023-06-09 20:30:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":108,""qty"":2}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5043,5,2023-06-10 13:43:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":106,""qty"":2},{""product_id"":105,""qty"":3},{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5044,1,2023-06-10 18:31:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":102,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5045,12,2023-06-12 21:01:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":2},{""product_id"":109,""qty"":4}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5046,5,2023-06-13 21:53:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":109,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5047,5,2023-06-13 17:10:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":108,""qty"":3},{""product_id"":104,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5048,6,2023-06-13 21:26:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":103,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5049,3,2023-06-14 19:31:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":107,""qty"":1},{""product_id"":105,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5050,1,2023-06-16 12:30:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":111,""qty"":2},{""product_id"":104,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5051,3,2023-06-16 18:00:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":104,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5052,1,2023-06-21 09:29:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":102,""qty"":2},{""product_id"":106,""qty"":2},{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5053,7,2023-06-21 17:37:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":102,""qty"":3},{""product_id"":107,""qty"":3},{""product_id"":104,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5054,5,2023-06-22 10:13:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":104,""qty"":2},{""product_id"":108,""qty"":4},{""product_id"":101,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5055,2,2023-06-24 11:46:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":112,""qty"":2}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5056,1,2023-06-24 09:55:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":104,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5057,3,2023-06-25 16:50:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":105,""qty"":1},{""product_id"":109,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5058,3,2023-06-25 16:27:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":111,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5059,10,2023-06-25 19:20:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":102,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5060,4,2023-06-26 16:33:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":103,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5061,3,2023-06-26 20:51:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":103,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5062,10,2023-06-26 19:21:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":103,""qty"":1},{""product_id"":106,""qty"":1},{""product_id"":104,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5063,11,2023-06-28 15:35:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":106,""qty"":1},{""product_id"":104,""qty"":2},{""product_id"":109,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5064,12,2023-06-29 14:59:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":107,""qty"":3},{""product_id"":111,""qty"":2},{""product_id"":102,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5065,11,2023-06-29 15:20:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5066,4,2023-06-29 20:19:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":103,""qty"":2},{""product_id"":101,""qty"":1},{""product_id"":106,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5067,11,2023-06-30 19:30:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":111,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5068,11,2023-07-01 18:25:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":105,""qty"":4},{""product_id"":102,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5069,2,2023-07-01 19:51:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":103,""qty"":1},{""product_id"":109,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5070,6,2023-07-01 21:07:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":112,""qty"":3}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5071,6,2023-07-02 15:48:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":1},{""product_id"":101,""qty"":4},{""product_id"":103,""qty"":3}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5072,6,2023-07-03 20:12:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":101,""qty"":1},{""product_id"":105,""qty"":2},{""product_id"":111,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5073,12,2023-07-04 10:31:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":112,""qty"":2},{""product_id"":105,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5074,10,2023-07-05 15:51:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":101,""qty"":2},{""product_id"":107,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5075,2,2023-07-05 10:45:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":109,""qty"":1},{""product_id"":101,""qty"":3}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5076,6,2023-07-05 15:31:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":111,""qty"":1},{""product_id"":107,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5077,5,2023-07-06 20:28:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5078,1,2023-07-06 13:24:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5079,8,2023-07-07 15:41:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":105,""qty"":2}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5080,12,2023-07-08 20:04:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":112,""qty"":4},{""product_id"":109,""qty"":2}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5081,5,2023-07-10 13:09:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":107,""qty"":1},{""product_id"":109,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5082,3,2023-07-10 11:51:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":105,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5083,1,2023-07-11 17:35:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":112,""qty"":4},{""product_id"":106,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5084,12,2023-07-11 09:01:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":105,""qty"":4},{""product_id"":104,""qty"":2},{""product_id"":106,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5085,4,2023-07-12 15:54:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":103,""qty"":3},{""product_id"":112,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5086,3,2023-07-12 09:43:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":104,""qty"":3},{""product_id"":101,""qty"":4}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5087,12,2023-07-13 18:28:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":1},{""product_id"":111,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5088,13,2023-07-13 12:53:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":101,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5089,9,2023-07-13 17:46:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":104,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5090,12,2023-07-14 10:21:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":101,""qty"":1},{""product_id"":109,""qty"":4},{""product_id"":108,""qty"":2}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5091,3,2023-07-14 16:29:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":108,""qty"":2},{""product_id"":103,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5092,13,2023-07-14 21:31:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":101,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5093,7,2023-07-15 16:35:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":101,""qty"":1},{""product_id"":104,""qty"":2},{""product_id"":107,""qty"":4}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5094,4,2023-07-16 20:56:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":112,""qty"":2},{""product_id"":101,""qty"":1},{""product_id"":106,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5095,6,2023-07-16 13:02:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":108,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5096,11,2023-07-17 13:07:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":111,""qty"":1},{""product_id"":101,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5097,8,2023-07-17 10:41:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":103,""qty"":2},{""product_id"":107,""qty"":1}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5098,12,2023-07-18 21:34:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":104,""qty"":1},{""product_id"":107,""qty"":1},{""product_id"":103,""qty"":2}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5099,13,2023-07-18 17:21:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":104,""qty"":3},{""product_id"":101,""qty"":1}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5100,11,2023-07-19 10:39:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":109,""qty"":3}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5101,6,2023-07-19 12:33:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":4},{""product_id"":109,""qty"":2}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5102,13,2023-07-19 13:05:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":102,""qty"":3},{""product_id"":106,""qty"":2},{""product_id"":112,""qty"":2}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5103,4,2023-07-20 16:10:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5104,9,2023-07-21 20:19:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":109,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5105,13,2023-07-22 17:19:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":107,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5106,7,2023-07-23 13:21:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":101,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5107,10,2023-07-23 20:54:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":103,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5108,10,2023-07-24 20:09:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":111,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5109,7,2023-07-24 17:49:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":109,""qty"":2}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5110,10,2023-07-24 15:20:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":107,""qty"":1},{""product_id"":109,""qty"":4}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5111,9,2023-07-25 17:34:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":1},{""product_id"":103,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5112,12,2023-07-26 10:14:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":108,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5113,11,2023-07-27 12:24:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":101,""qty"":2},{""product_id"":102,""qty"":4},{""product_id"":112,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5114,13,2023-07-28 09:01:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":107,""qty"":2}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5115,6,2023-07-29 09:33:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":106,""qty"":1},{""product_id"":109,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5116,12,2023-07-29 11:46:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":106,""qty"":3},{""product_id"":101,""qty"":2},{""product_id"":102,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5117,10,2023-07-30 17:38:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":111,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5118,3,2023-07-30 13:50:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":103,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5119,11,2023-07-31 13:14:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5120,8,2023-07-31 16:55:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":101,""qty"":4},{""product_id"":104,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5121,13,2023-08-01 14:06:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":102,""qty"":4},{""product_id"":112,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5122,10,2023-08-01 10:38:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":103,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5123,9,2023-08-01 10:13:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":105,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5124,9,2023-08-02 10:19:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":101,""qty"":2},{""product_id"":105,""qty"":1},{""product_id"":104,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5125,4,2023-08-02 19:52:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":105,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5126,2,2023-08-03 10:15:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5127,1,2023-08-03 17:02:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":106,""qty"":2},{""product_id"":109,""qty"":3},{""product_id"":111,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5128,10,2023-08-04 10:19:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":105,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5129,7,2023-08-04 12:34:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":103,""qty"":2},{""product_id"":111,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5130,6,2023-08-05 17:10:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":107,""qty"":3},{""product_id"":104,""qty"":2},{""product_id"":111,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5131,11,2023-08-06 11:52:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":109,""qty"":1},{""product_id"":108,""qty"":1}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5132,3,2023-08-06 11:43:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5133,4,2023-08-06 15:49:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":104,""qty"":3},{""product_id"":108,""qty"":1},{""product_id"":102,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5134,11,2023-08-07 20:00:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":107,""qty"":2},{""product_id"":102,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5135,10,2023-08-07 19:08:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":109,""qty"":1},{""product_id"":108,""qty"":2}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5136,2,2023-08-08 19:24:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":103,""qty"":1},{""product_id"":105,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5137,11,2023-08-09 20:10:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":108,""qty"":1}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5138,13,2023-08-10 16:39:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":102,""qty"":2},{""product_id"":101,""qty"":1},{""product_id"":107,""qty"":2}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5139,7,2023-08-11 21:16:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":109,""qty"":1},{""product_id"":108,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5140,1,2023-08-12 13:43:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5141,10,2023-08-12 14:17:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":109,""qty"":1},{""product_id"":112,""qty"":2}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5142,13,2023-08-12 20:04:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":109,""qty"":4},{""product_id"":103,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5143,10,2023-08-13 19:46:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":106,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5144,4,2023-08-13 13:31:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":109,""qty"":4},{""product_id"":103,""qty"":3},{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
